address,latitude,longitude
"11 Nguyễn Văn Tráng, P. Bến Thành, Q.1, Hồ Chí Minh, Việt Nam",10.76988,106.69230649999997
"12 Đông Du, P. Bến Nghé, Q.1, Hồ Chí Minh, Việt Nam",10.7771725,106.70544080000002
"45 Tân Mỹ, P. Tân Phú, Q.7, Hồ Chí Minh, Việt Nam",10.737053,106.71827860000008
"142/7A Xô Viết Nghệ Tĩnh, P.22, Q. Bình Thạnh, Hồ Chí Minh, Việt Nam",10.8067191,106.71232959999998
"54 Tôn Thất Thiệp, P. Bến Nghé, Q.1, Hồ Chí Minh, Việt Nam",10.773576,106.70211199999994
"178A Nguyễn Chí Thanh, P.3, Q.10, Hồ Chí Minh, Việt Nam",10.760546,106.67109099999993
"S34-2 Sky Garden 3 - Phú Mỹ Hưng, Đại Lộ Nguyễn Văn Linh, P. Tân Phong, Q.7, TP. HCM",10.7228245,106.6606769
"220 Nguyễn Trọng Tuyển, P.8, Q. Phú Nhuận, Hồ Chí Minh, Việt Nam",10.7977921,106.67342659999997
"273 Lê Thánh Tôn, P. Bến Thành, Q.1, Hồ Chí Minh, Việt Nam",10.7718403,106.69561150000004
"374 Lê Văn Sỹ, P.14, Q.3, Hồ Chí Minh, Việt Nam",10.78779056961357,106.67804672394254
"199 Đường Số 17, P. Tân Quy, Q.7, Hồ Chí Minh, Việt Nam",10.7449722,106.71014200000002
"27Bis Tôn Thất Tùng, P. Phạm Ngũ Lão, Q.1, Hồ Chí Minh, Việt Nam",10.770813225740124,106.68762616931156
"459/8A Nguyễn Thị Thập, P. Tân Quy, Q.7, Hồ Chí Minh, Việt Nam",10.739985,106.70403599999997
"9 Nguyễn Kim, P.12, Q.5, Hồ Chí Minh, Việt Nam",10.7642454,106.66163600000004
"Số 1 Công Trường Tự Do, P.19, Q. Bình Thạnh, Hồ Chí Minh, Việt Nam",10.789412780097452,106.7088080191752
"22L Vũ Huy Tấn, Khu Dân Cư Miếu Nổi, P.3, Q. Bình Thạnh, Hồ Chí Minh, Việt Nam",10.795918829988409,106.69352561226843
"45 Lý Tự Trọng, P. Bến Nghé, Q.1, Hồ Chí Minh, Việt Nam",10.778666,106.70199100000002
"13 Tôn Đản, P.13, Q.4, Hồ Chí Minh, Việt Nam",10.761525,106.70787999999993
"6 Thảo Điền, P. Thảo Điền, Q.2, Hồ Chí Minh, Việt Nam",10.8018917,106.7382824
"65C Nguyễn Thái Học, P. Cầu Ông Lãnh, Q.1, Hồ Chí Minh, Việt Nam",10.766299,106.696147
"31 Bà Huyện Thanh Quan, P.6, Q.3, Hồ Chí Minh, Việt Nam",10.7753219,106.68971099999999
"704 Sư Vạn Hạnh, P.12, Q.10, Hồ Chí Minh, Việt Nam",10.7704224,106.67032540000002
"70 Đường Đồng Nai, P.15, Q.10, Hồ Chí Minh, Việt Nam",10.7785438,106.66299890000005
"366 Võ Văn Ngân, P. Bình Thọ, Q. Thủ Đức, Hồ Chí Minh, Việt Nam",10.849614787322826,106.7719406233482
"129F/95I Bến Vân Đồn, P.6, Q.4, Hồ Chí Minh, Việt Nam",10.761579,106.7021479
"50 Bùi Viện, P. Phạm Ngũ Lão, Q.1, Hồ Chí Minh, Việt Nam",10.767436,106.69381900000008
"15 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Q.1, Hồ Chí Minh, Việt Nam",10.76642946002522,106.69116610185245
"186 Thái Thịnh, P. Láng Hạ, Q. Đống Đa, Hà Nội, Việt Nam",21.01337107204232,105.81574778154527
"69 Hồ Tùng Mậu, P. Bến Nghé, Q.1, Hồ Chí Minh, Việt Nam",10.771835,106.70366100000001
"75 Thành Thái, P.14, Q.10, Hồ Chí Minh, Việt Nam",10.7681072,106.66691600000001
"5 - 4A Khu Đô Thị Trung Yên, P. Yên Hòa, Q. Cầu Giấy, Hà Nội, Việt Nam",21.01718760595522,105.7990678521843
"36 Hai Bà Trưng, P. Bến Nghé, Q.1, Hồ Chí Minh, Việt Nam",10.7768611,106.70466899999997
